type,organism,conservation_score
Non-essential,S. cerevisiae,0.496723
Non-essential,S. cerevisiae,0.512465
Non-essential,S. cerevisiae,0.6816425
Non-essential,S. cerevisiae,0.489921
Non-essential,S. cerevisiae,0.630023
Non-essential,S. cerevisiae,0.7211215
Non-essential,S. cerevisiae,0.42129
Non-essential,S. cerevisiae,0.486218
Non-essential,S. cerevisiae,0.498113
Non-essential,S. cerevisiae,0.674656
Non-essential,S. cerevisiae,0.4566935
Non-essential,S. cerevisiae,0.5178225
Non-essential,S. cerevisiae,0.430099
Non-essential,S. cerevisiae,0.6409095
Non-essential,S. cerevisiae,0.4849765
Non-essential,S. cerevisiae,0.4442205
Non-essential,S. cerevisiae,0.532323
Non-essential,S. cerevisiae,0.4818905
Non-essential,S. cerevisiae,0.7961715
Non-essential,S. cerevisiae,0.7616695
Non-essential,S. cerevisiae,0.618342
Non-essential,S. cerevisiae,0.666752
Non-essential,S. cerevisiae,0.4754
Non-essential,S. cerevisiae,0.7002755
Non-essential,S. cerevisiae,0.475818
Non-essential,S. cerevisiae,0.526943
Non-essential,S. cerevisiae,0.52078
Non-essential,S. cerevisiae,0.577409
Non-essential,S. cerevisiae,0.4830555
Non-essential,S. cerevisiae,0.418412
Non-essential,S. cerevisiae,0.4645505
Non-essential,S. cerevisiae,0.6104055
Non-essential,S. cerevisiae,0.40671
Non-essential,S. cerevisiae,0.654265
Non-essential,S. cerevisiae,0.806482
Non-essential,S. cerevisiae,0.5531435
Non-essential,S. cerevisiae,0.444455
Non-essential,S. cerevisiae,0.5599
Non-essential,S. cerevisiae,0.379717
Non-essential,S. cerevisiae,0.685141
Non-essential,S. cerevisiae,0.485441
Non-essential,S. cerevisiae,0.605528
Non-essential,S. cerevisiae,0.751007
Non-essential,S. cerevisiae,0.579781
Non-essential,S. cerevisiae,0.522807
Non-essential,S. cerevisiae,0.460667
Non-essential,S. cerevisiae,0.445639
Non-essential,S. cerevisiae,0.451017
Non-essential,S. cerevisiae,0.786881
Non-essential,S. cerevisiae,0.752974
Non-essential,S. cerevisiae,0.637124
Non-essential,S. cerevisiae,0.4550235
Non-essential,S. cerevisiae,0.739828
Non-essential,S. cerevisiae,0.545066
Non-essential,S. cerevisiae,0.702077
Non-essential,S. cerevisiae,0.598341
Non-essential,S. cerevisiae,0.399242
Non-essential,S. cerevisiae,0.6757595
Non-essential,S. cerevisiae,0.736728
Non-essential,S. cerevisiae,0.813424
Non-essential,S. cerevisiae,0.7370795
Non-essential,S. cerevisiae,0.5880675
Non-essential,S. cerevisiae,0.416803
Non-essential,S. cerevisiae,0.6804875
Non-essential,S. cerevisiae,0.7098335
Non-essential,S. cerevisiae,0.8091525
Non-essential,S. cerevisiae,0.4906755
Non-essential,S. cerevisiae,0.577062
Non-essential,S. cerevisiae,0.5383145
Non-essential,S. cerevisiae,0.314537
Non-essential,S. cerevisiae,0.314537
Non-essential,S. cerevisiae,0.314537
Non-essential,S. cerevisiae,0.7721385
Non-essential,S. cerevisiae,0.422698
Non-essential,S. cerevisiae,0.680099
Non-essential,S. cerevisiae,0.5289075
Non-essential,S. cerevisiae,0.526235
Non-essential,S. cerevisiae,0.6379965
Non-essential,S. cerevisiae,0.395242
Non-essential,S. cerevisiae,0.5111385
Non-essential,S. cerevisiae,0.642984
Non-essential,S. cerevisiae,0.4844725
Non-essential,S. cerevisiae,0.527784
Non-essential,S. cerevisiae,0.742987
Non-essential,S. cerevisiae,0.44034
Non-essential,S. cerevisiae,0.483462
Non-essential,S. cerevisiae,0.460903
Non-essential,S. cerevisiae,0.683376
Non-essential,S. cerevisiae,0.5356485
Non-essential,S. cerevisiae,0.610726
Non-essential,S. cerevisiae,0.360732
Non-essential,S. cerevisiae,0.620463
Non-essential,S. cerevisiae,0.390961
Non-essential,S. cerevisiae,0.537753
Non-essential,S. cerevisiae,0.745919
Non-essential,S. cerevisiae,0.494136
Non-essential,S. cerevisiae,0.54536
Non-essential,S. cerevisiae,0.447805
Non-essential,S. cerevisiae,0.5141515
Non-essential,S. cerevisiae,0.595811
Non-essential,S. cerevisiae,0.541112
Non-essential,S. cerevisiae,0.576705
Non-essential,S. cerevisiae,0.647686
Non-essential,S. cerevisiae,0.482186
Non-essential,S. cerevisiae,0.683866
Non-essential,S. cerevisiae,0.4473505
Non-essential,S. cerevisiae,0.494751
Non-essential,S. cerevisiae,0.695238
Non-essential,S. cerevisiae,0.554906
Non-essential,S. cerevisiae,0.578337
Non-essential,S. cerevisiae,0.710462
Non-essential,S. cerevisiae,0.389931
Non-essential,S. cerevisiae,0.503798
Non-essential,S. cerevisiae,0.7739495
Non-essential,S. cerevisiae,0.483467
Non-essential,S. cerevisiae,0.455447
Non-essential,S. cerevisiae,0.541771
Non-essential,S. cerevisiae,0.541771
Non-essential,S. cerevisiae,0.41131
Non-essential,S. cerevisiae,0.544534
Non-essential,S. cerevisiae,0.4985005
Non-essential,S. cerevisiae,0.473565
Non-essential,S. cerevisiae,0.461415
Non-essential,S. cerevisiae,0.509993
Non-essential,S. cerevisiae,0.513297
Non-essential,S. cerevisiae,0.760502
Non-essential,S. cerevisiae,0.51992
Non-essential,S. cerevisiae,0.5231985
Non-essential,S. cerevisiae,0.594952
Non-essential,S. cerevisiae,0.447956
Non-essential,S. cerevisiae,0.604146
Non-essential,S. cerevisiae,0.4889345
Non-essential,S. cerevisiae,0.404283
Non-essential,S. cerevisiae,0.4292955
Non-essential,S. cerevisiae,0.645487
Non-essential,S. cerevisiae,0.5064715
Non-essential,S. cerevisiae,0.669915
Non-essential,S. cerevisiae,0.7233995
Non-essential,S. cerevisiae,0.49475
Non-essential,S. cerevisiae,0.5845955
Non-essential,S. cerevisiae,0.504226
Non-essential,S. cerevisiae,0.464193
Non-essential,S. cerevisiae,0.73332
Non-essential,S. cerevisiae,0.7591655
Non-essential,S. cerevisiae,0.620553
Non-essential,S. cerevisiae,0.7653375
Non-essential,S. cerevisiae,0.5839075
Non-essential,S. cerevisiae,0.538021
Non-essential,S. cerevisiae,0.5520275
Non-essential,S. cerevisiae,0.4557775
Non-essential,S. cerevisiae,0.597216
Non-essential,S. cerevisiae,0.4079
Non-essential,S. cerevisiae,0.5183845
Non-essential,S. cerevisiae,0.546848
Non-essential,S. cerevisiae,0.513322
Non-essential,S. cerevisiae,0.4594205
Non-essential,S. cerevisiae,0.465745
Non-essential,S. cerevisiae,0.601124
Non-essential,S. cerevisiae,0.463347
Non-essential,S. cerevisiae,0.467423
Non-essential,S. cerevisiae,0.595144
Non-essential,S. cerevisiae,0.4603005
Non-essential,S. cerevisiae,0.670014
Non-essential,S. cerevisiae,0.791107
Non-essential,S. cerevisiae,0.62029
Non-essential,S. cerevisiae,0.665296
Non-essential,S. cerevisiae,0.734498
Non-essential,S. cerevisiae,0.6347595
Non-essential,S. cerevisiae,0.440729
Non-essential,S. cerevisiae,0.579498
Non-essential,S. cerevisiae,0.6347595
Non-essential,S. cerevisiae,0.326812
Non-essential,S. cerevisiae,0.601887
Non-essential,S. cerevisiae,0.490289
Non-essential,S. cerevisiae,0.625068
Non-essential,S. cerevisiae,0.450344
Non-essential,S. cerevisiae,0.810885
Non-essential,S. cerevisiae,0.521035
Non-essential,S. cerevisiae,0.596315
Non-essential,S. cerevisiae,0.3769815
Non-essential,S. cerevisiae,0.610992
Non-essential,S. cerevisiae,0.610992
Non-essential,S. cerevisiae,0.5441505
Non-essential,S. cerevisiae,0.77409
Non-essential,S. cerevisiae,0.788938
Non-essential,S. cerevisiae,0.516281
Non-essential,S. cerevisiae,0.6047795
Non-essential,S. cerevisiae,0.627983
Non-essential,S. cerevisiae,0.548284
Non-essential,S. cerevisiae,0.511054
Non-essential,S. cerevisiae,0.386859
Non-essential,S. cerevisiae,0.541969
Non-essential,S. cerevisiae,0.379204
Non-essential,S. cerevisiae,0.501955
Non-essential,S. cerevisiae,0.472343
Non-essential,S. cerevisiae,0.4632475
Non-essential,S. cerevisiae,0.508249
Non-essential,S. cerevisiae,0.435598
Non-essential,S. cerevisiae,0.433186
Non-essential,S. cerevisiae,0.517404
Non-essential,S. cerevisiae,0.438092
Non-essential,S. cerevisiae,0.5336235
Non-essential,S. cerevisiae,0.606246
Non-essential,S. cerevisiae,0.75569
Non-essential,S. cerevisiae,0.599849
Non-essential,S. cerevisiae,0.4603005
Non-essential,S. cerevisiae,0.5511665
Non-essential,S. cerevisiae,0.37121
Non-essential,S. cerevisiae,0.343579
Non-essential,S. cerevisiae,0.574292
Non-essential,S. cerevisiae,0.8167395
Non-essential,S. cerevisiae,0.5643725
Non-essential,S. cerevisiae,0.574292
Non-essential,S. cerevisiae,0.623538
Non-essential,S. cerevisiae,0.5915645
Non-essential,S. cerevisiae,0.744861
Non-essential,S. cerevisiae,0.536448
Non-essential,S. cerevisiae,0.626149
Non-essential,S. cerevisiae,0.436121
Non-essential,S. cerevisiae,0.683922
Non-essential,S. cerevisiae,0.7080725
Non-essential,S. cerevisiae,0.550784
Non-essential,S. cerevisiae,0.588903
Non-essential,S. cerevisiae,0.6697775
Non-essential,S. cerevisiae,0.796156
Non-essential,S. cerevisiae,0.789069
Non-essential,S. cerevisiae,0.676374
Non-essential,S. cerevisiae,0.4715
Non-essential,S. cerevisiae,0.640133
Non-essential,S. cerevisiae,0.7312445
Non-essential,S. cerevisiae,0.450626
Non-essential,S. cerevisiae,0.663745
Non-essential,S. cerevisiae,0.7662795
Non-essential,S. cerevisiae,0.437589
Non-essential,S. cerevisiae,0.480923
Non-essential,S. cerevisiae,0.7272825
Non-essential,S. cerevisiae,0.48314
Non-essential,S. cerevisiae,0.572565
Non-essential,S. cerevisiae,0.675897
Non-essential,S. cerevisiae,0.367277
Non-essential,S. cerevisiae,0.421343
Non-essential,S. cerevisiae,0.684137
Non-essential,S. cerevisiae,0.417475
Non-essential,S. cerevisiae,0.61031
Non-essential,S. cerevisiae,0.498913
Non-essential,S. cerevisiae,0.530002
Non-essential,S. cerevisiae,0.530002
Non-essential,S. cerevisiae,0.334555
Non-essential,S. cerevisiae,0.616426
Non-essential,S. cerevisiae,0.5629525
Non-essential,S. cerevisiae,0.602228
Non-essential,S. cerevisiae,0.5291445
Non-essential,S. cerevisiae,0.6635705
Non-essential,S. cerevisiae,0.718744
Non-essential,S. cerevisiae,0.822052
Non-essential,S. cerevisiae,0.530887
Non-essential,S. cerevisiae,0.449846
Non-essential,S. cerevisiae,0.676692
Non-essential,S. cerevisiae,0.457865
Non-essential,S. cerevisiae,0.643626
Non-essential,S. cerevisiae,0.5657535
Non-essential,S. cerevisiae,0.421318
Non-essential,S. cerevisiae,0.429888
Non-essential,S. cerevisiae,0.5033905
Non-essential,S. cerevisiae,0.498828
Non-essential,S. cerevisiae,0.508962
Non-essential,S. cerevisiae,0.392554
Non-essential,S. cerevisiae,0.359615
Non-essential,S. cerevisiae,0.525577
Non-essential,S. cerevisiae,0.403807
Non-essential,S. cerevisiae,0.467864
Non-essential,S. cerevisiae,0.537581
Non-essential,S. cerevisiae,0.502456
Non-essential,S. cerevisiae,0.508218
Non-essential,S. cerevisiae,0.545451
Non-essential,S. cerevisiae,0.5859845
Non-essential,S. cerevisiae,0.650805
Non-essential,S. cerevisiae,0.6504465
Non-essential,S. cerevisiae,0.6504465
Non-essential,S. cerevisiae,0.6504465
Non-essential,S. cerevisiae,0.494563
Non-essential,S. cerevisiae,0.490122
Non-essential,S. cerevisiae,0.5728375
Non-essential,S. cerevisiae,0.396981
Non-essential,S. cerevisiae,0.510397
Non-essential,S. cerevisiae,0.518397
Non-essential,S. cerevisiae,0.754087
Non-essential,S. cerevisiae,0.536546
Non-essential,S. cerevisiae,0.324526
Non-essential,S. cerevisiae,0.57171
Non-essential,S. cerevisiae,0.589794
Non-essential,S. cerevisiae,0.622968
Non-essential,S. cerevisiae,0.672007
Non-essential,S. cerevisiae,0.50814
Non-essential,S. cerevisiae,0.5646655
Non-essential,S. cerevisiae,0.58844
Non-essential,S. cerevisiae,0.556088
Non-essential,S. cerevisiae,0.465775
Non-essential,S. cerevisiae,0.459764
Non-essential,S. cerevisiae,0.59689
Non-essential,S. cerevisiae,0.465823
Non-essential,S. cerevisiae,0.756683
Non-essential,S. cerevisiae,0.4816365
Non-essential,S. cerevisiae,0.662527
Non-essential,S. cerevisiae,0.4339365
Non-essential,S. cerevisiae,0.578443
Non-essential,S. cerevisiae,0.5561855
Non-essential,S. cerevisiae,0.629298
Non-essential,S. cerevisiae,0.488445
Non-essential,S. cerevisiae,0.742396
Non-essential,S. cerevisiae,0.789087
Non-essential,S. cerevisiae,0.5363845
Non-essential,S. cerevisiae,0.495546
Non-essential,S. cerevisiae,0.621732
Non-essential,S. cerevisiae,0.445814
Non-essential,S. cerevisiae,0.601535
Non-essential,S. cerevisiae,0.720885
Non-essential,S. cerevisiae,0.466566
Non-essential,S. cerevisiae,0.602566
Non-essential,S. cerevisiae,0.424454
Non-essential,S. cerevisiae,0.4241405
Non-essential,S. cerevisiae,0.350238
Non-essential,S. cerevisiae,0.800389
Non-essential,S. cerevisiae,0.762068
Non-essential,S. cerevisiae,0.385311
Non-essential,S. cerevisiae,0.380626
Non-essential,S. cerevisiae,0.391385
Non-essential,S. cerevisiae,0.77401
Non-essential,S. cerevisiae,0.404283
Non-essential,S. cerevisiae,0.415987
Non-essential,S. cerevisiae,0.73412
Non-essential,S. cerevisiae,0.5064715
Non-essential,S. cerevisiae,0.669915
Non-essential,S. cerevisiae,0.5845955
Non-essential,S. cerevisiae,0.5337305
Non-essential,S. cerevisiae,0.5290495
Non-essential,S. cerevisiae,0.588342
Non-essential,S. cerevisiae,0.4772805
Non-essential,S. cerevisiae,0.767051
Non-essential,S. cerevisiae,0.429083
Non-essential,S. cerevisiae,0.549983
Non-essential,S. cerevisiae,0.642368
Non-essential,S. cerevisiae,0.435793
Non-essential,S. cerevisiae,0.7653375
Non-essential,S. cerevisiae,0.424625
Non-essential,S. cerevisiae,0.699056
Non-essential,S. cerevisiae,0.46294
Non-essential,S. cerevisiae,0.442577
Non-essential,S. cerevisiae,0.523793
Non-essential,S. cerevisiae,0.4897755
Non-essential,S. cerevisiae,0.594773
Non-essential,S. cerevisiae,0.619493
Non-essential,S. cerevisiae,0.540858
Non-essential,S. cerevisiae,0.495058
Non-essential,S. cerevisiae,0.495058
Non-essential,S. cerevisiae,0.6645925
Non-essential,S. cerevisiae,0.51672
Non-essential,S. cerevisiae,0.482601
Non-essential,S. cerevisiae,0.695758
Non-essential,S. cerevisiae,0.518152
Non-essential,S. cerevisiae,0.5193665
Non-essential,S. cerevisiae,0.4772
Non-essential,S. cerevisiae,0.7461015
Non-essential,S. cerevisiae,0.314537
Non-essential,S. cerevisiae,0.314537
Non-essential,S. cerevisiae,0.478361
Non-essential,S. cerevisiae,0.475628
Non-essential,S. cerevisiae,0.408145
Non-essential,S. cerevisiae,0.579796
Non-essential,S. cerevisiae,0.4544195
Non-essential,S. cerevisiae,0.6195455
Non-essential,S. cerevisiae,0.440766
Non-essential,S. cerevisiae,0.6339445
Non-essential,S. cerevisiae,0.525603
Non-essential,S. cerevisiae,0.564095
Non-essential,S. cerevisiae,0.5876525
Non-essential,S. cerevisiae,0.513901
Non-essential,S. cerevisiae,0.467941
Non-essential,S. cerevisiae,0.471124
Non-essential,S. cerevisiae,0.7967085
Non-essential,S. cerevisiae,0.6430365
Non-essential,S. cerevisiae,0.5269585
Non-essential,S. cerevisiae,0.5406915
Non-essential,S. cerevisiae,0.4572935
Non-essential,S. cerevisiae,0.329954
Non-essential,S. cerevisiae,0.602526
Non-essential,S. cerevisiae,0.627176
Non-essential,S. cerevisiae,0.730818
Non-essential,S. cerevisiae,0.424211
Non-essential,S. cerevisiae,0.493205
Non-essential,S. cerevisiae,0.495785
Non-essential,S. cerevisiae,0.568002
Non-essential,S. cerevisiae,0.8276495
Non-essential,S. cerevisiae,0.474989
Non-essential,S. cerevisiae,0.483485
Non-essential,S. cerevisiae,0.621507
Non-essential,S. cerevisiae,0.525576
Non-essential,S. cerevisiae,0.796484
Non-essential,S. cerevisiae,0.538844
Non-essential,S. cerevisiae,0.3201915
Non-essential,S. cerevisiae,0.639101
Non-essential,S. cerevisiae,0.7311685
Non-essential,S. cerevisiae,0.530002
Non-essential,S. cerevisiae,0.548217
Non-essential,S. cerevisiae,0.4315485
Non-essential,S. cerevisiae,0.572339
Non-essential,S. cerevisiae,0.585243
Non-essential,S. cerevisiae,0.597412
Non-essential,S. cerevisiae,0.67882
Non-essential,S. cerevisiae,0.492191
Non-essential,S. cerevisiae,0.777818
Non-essential,S. cerevisiae,0.467057
Non-essential,S. cerevisiae,0.398627
Non-essential,S. cerevisiae,0.326785
Non-essential,S. cerevisiae,0.368944
Non-essential,S. cerevisiae,0.724119
Non-essential,S. cerevisiae,0.60329
Non-essential,S. cerevisiae,0.4618935
Non-essential,S. cerevisiae,0.521491
Non-essential,S. cerevisiae,0.533451
Non-essential,S. cerevisiae,0.558448
Non-essential,S. cerevisiae,0.454249
Non-essential,S. cerevisiae,0.610676
Non-essential,S. cerevisiae,0.659031
Non-essential,S. cerevisiae,0.517673
Non-essential,S. cerevisiae,0.681859
Non-essential,S. cerevisiae,0.551925
Non-essential,S. cerevisiae,0.737888
Non-essential,S. cerevisiae,0.52052
Non-essential,S. cerevisiae,0.499934
Non-essential,S. cerevisiae,0.441845
Non-essential,S. cerevisiae,0.377195
Non-essential,S. cerevisiae,0.5299885
Non-essential,S. cerevisiae,0.383358
Non-essential,S. cerevisiae,0.6270885
Non-essential,S. cerevisiae,0.518206
Non-essential,S. cerevisiae,0.6198
Non-essential,S. cerevisiae,0.5059435
Non-essential,S. cerevisiae,0.499384
Non-essential,S. cerevisiae,0.6180195
Non-essential,S. cerevisiae,0.406403
Non-essential,S. cerevisiae,0.5086675
Non-essential,S. cerevisiae,0.79347
Non-essential,S. cerevisiae,0.668776
Non-essential,S. cerevisiae,0.6720565
Non-essential,S. cerevisiae,0.728284
Non-essential,S. cerevisiae,0.515746
Non-essential,S. cerevisiae,0.515746
Non-essential,S. cerevisiae,0.451693
Non-essential,S. cerevisiae,0.6317
Non-essential,S. cerevisiae,0.5731865
Non-essential,S. cerevisiae,0.726441
Non-essential,S. cerevisiae,0.402616
Non-essential,S. cerevisiae,0.357457
Non-essential,S. cerevisiae,0.519122
Non-essential,S. cerevisiae,0.532002
Non-essential,S. cerevisiae,0.4486475
Non-essential,S. cerevisiae,0.76936
Non-essential,S. cerevisiae,0.497582
Non-essential,S. cerevisiae,0.5031255
Non-essential,S. cerevisiae,0.53346
Non-essential,S. cerevisiae,0.690365
Non-essential,S. cerevisiae,0.4504845
Non-essential,S. cerevisiae,0.4150535
Non-essential,S. cerevisiae,0.559892
Non-essential,S. cerevisiae,0.452484
Non-essential,S. cerevisiae,0.7609075
Non-essential,S. cerevisiae,0.500537
Non-essential,S. cerevisiae,0.5844015
Non-essential,S. cerevisiae,0.6583795
Non-essential,S. cerevisiae,0.450992
Non-essential,S. cerevisiae,0.498094
Non-essential,S. cerevisiae,0.785187
Non-essential,S. cerevisiae,0.437574
Non-essential,S. cerevisiae,0.6905155
Non-essential,S. cerevisiae,0.379803
Non-essential,S. cerevisiae,0.535346
Non-essential,S. cerevisiae,0.622439
Non-essential,S. cerevisiae,0.6007975
Non-essential,S. cerevisiae,0.429295
Non-essential,S. cerevisiae,0.48536
Non-essential,S. cerevisiae,0.508757
Non-essential,S. cerevisiae,0.6363375
Non-essential,S. cerevisiae,0.638569
Non-essential,S. cerevisiae,0.573998
Non-essential,S. cerevisiae,0.553317
Non-essential,S. cerevisiae,0.523046
Non-essential,S. cerevisiae,0.814271
Non-essential,S. cerevisiae,0.546205
Non-essential,S. cerevisiae,0.7046365
